Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Mileage,Engine,Power,Seats
Hyundai XUV300,2010,2.6,22.8,83699,Diesel,Dealer,Manual,Second,13.9,998,61.4,4
Maruti Nexon,2007,1.01,11.16,93233,Diesel,Individual,Manual,First,21.5,998,161.5,6
Volkswagen Innova,2005,1.2,7.9,48003,Diesel,Individual,Manual,Third,22.6,2184,97.5,5
Maruti XUV300,2019,4.15,18.44,143143,Petrol,Individual,Manual,Second,24.7,1197,95.0,6
Hyundai Nexon,2011,1.23,9.87,97262,Petrol,Dealer,Manual,First,25.2,2184,89.5,5
Maruti Polo,2011,2.7,11.57,47178,Petrol,Dealer,Manual,Second,24.9,2993,69.5,5
Renault i20,2019,4.87,17.72,87904,Petrol,Individual,Manual,Fourth & Above,18.2,1997,197.4,5
Maruti Magnite,2011,0.5,13.95,115475,Petrol,Individual,Manual,Second,27.9,1997,176.3,5
Mahindra Swift,2013,0.7,12.84,142198,Diesel,Individual,Manual,First,16.5,2184,181.4,5
Maruti Nexon,2005,1.36,3.25,29245,Petrol,Dealer,Manual,First,12.6,2993,97.9,6
Nissan City,2013,2.83,17.86,108616,Petrol,Individual,Automatic,First,25.5,2184,188.6,6
Ford City,2018,13.04,23.24,21118,Petrol,Individual,Automatic,First,12.6,799,126.4,5
Maruti i20,2019,3.47,13.62,99317,Petrol,Dealer,Automatic,Second,14.0,2184,87.0,5
Nissan Swift,2009,3.12,18.94,15892,Petrol,Individual,Manual,Fourth & Above,16.3,1997,168.7,5
Nissan Swift,2008,1.71,8.98,65275,Petrol,Dealer,Manual,Fourth & Above,17.8,1199,106.6,5
Tata Magnite,2018,4.87,15.77,96196,Petrol,Individual,Manual,First,19.1,1396,114.5,4
Toyota Innova,2005,4.37,19.79,18574,Diesel,Individual,Manual,First,21.4,998,131.5,5
Hyundai Polo,2014,3.4,15.36,14233,Petrol,Dealer,Manual,First,12.5,1498,199.1,5
Tata XUV300,2009,1.24,6.93,93541,Petrol,Dealer,Manual,First,20.5,2993,156.6,4
Maruti Polo,2009,4.57,23.59,47129,Petrol,Individual,Manual,First,22.9,2184,178.3,5
Renault Kwid,2009,2.87,11.0,19469,Diesel,Individual,Manual,First,25.9,1598,170.1,7
Ford Kwid,2015,2.55,13.79,135596,Petrol,Individual,Automatic,First,13.5,1498,55.5,6
Mahindra City,2011,3.0,18.72,115633,Diesel,Dealer,Manual,First,15.6,2179,137.5,5
Maruti City,2012,0.8,6.41,145284,Diesel,Dealer,Manual,Second,17.4,1199,92.4,5
Maruti Polo,2010,1.29,10.19,62937,Petrol,Individual,Automatic,Second,22.7,2993,86.5,8
Hyundai Polo,2011,2.2,21.29,137565,Petrol,Dealer,Manual,First,14.9,1199,108.4,5
Nissan City,2008,0.85,3.5,83019,LPG,Dealer,Automatic,First,22.9,1498,133.6,5
Maruti Innova,2013,0.5,3.92,10357,Petrol,Individual,Manual,First,16.8,998,162.4,5
Toyota EcoSport,2006,1.66,4.95,68575,Petrol,Individual,Automatic,First,19.4,1498,113.2,5
Volkswagen Swift,2005,4.72,20.05,19992,Diesel,Individual,Automatic,Second,25.9,2993,94.7,6
Maruti EcoSport,2012,0.82,12.42,139924,LPG,Dealer,Automatic,Second,22.7,1396,66.5,5
Maruti City,2016,5.12,21.05,84462,Diesel,Dealer,Manual,First,26.8,2184,165.3,6
Toyota EcoSport,2006,0.5,3.23,84712,Petrol,Individual,Manual,First,20.3,998,192.2,5
Mahindra EcoSport,2017,3.09,6.66,39594,Petrol,Individual,Automatic,Second,14.8,1498,153.5,7
Ford Magnite,2009,0.5,13.49,136324,Diesel,Individual,Manual,Second,15.8,2179,144.2,4
Nissan Innova,2017,4.15,18.8,52688,Petrol,Dealer,Manual,Third,26.0,1396,65.3,5
Hyundai Magnite,2010,0.58,5.27,87458,Diesel,Individual,Automatic,First,21.3,2179,151.0,5
Renault Polo,2005,4.17,23.04,64789,Diesel,Individual,Manual,First,20.7,998,102.7,6
Volkswagen EcoSport,2019,9.88,18.1,44190,Petrol,Individual,Manual,First,24.7,799,157.8,4
Hyundai Kwid,2020,7.99,17.69,69481,Petrol,Individual,Manual,First,23.0,1199,69.5,8
Mahindra Swift,2010,0.65,3.23,139977,Petrol,Individual,Manual,First,16.2,1396,122.5,5
Maruti EcoSport,2005,1.03,4.69,46594,Petrol,Individual,Manual,First,18.5,2179,77.0,5
Honda XUV300,2008,2.1,13.04,31440,Petrol,Dealer,Manual,First,21.4,799,75.2,5
Hyundai Kwid,2016,1.33,7.91,89213,Petrol,Individual,Manual,Second,16.2,1199,142.7,5
Honda City,2010,2.55,21.0,109591,Petrol,Dealer,Manual,First,13.6,2993,57.1,5
Maruti Swift,2006,2.61,7.39,24134,Diesel,Dealer,Automatic,First,26.0,1498,177.0,7
Hyundai City,2008,2.47,15.98,83255,Diesel,Individual,Manual,Second,12.2,799,131.3,5
Hyundai Innova,2010,0.91,8.61,135393,Diesel,Individual,Manual,Third,25.3,799,84.9,5
Maruti EcoSport,2007,0.6,5.23,59851,Diesel,Individual,Manual,First,25.1,1598,140.3,7
Ford Nexon,2008,2.25,24.86,143073,Petrol,Individual,Automatic,Second,25.2,2179,106.1,5
Renault XUV300,2015,0.78,9.3,135985,Diesel,Dealer,Manual,First,17.5,1199,137.7,4
Nissan City,2007,2.9,23.96,131273,Diesel,Dealer,Manual,First,27.4,1498,96.2,7
Renault City,2021,7.35,10.82,20660,Petrol,Individual,Manual,First,13.1,1199,151.4,5
Mahindra Polo,2011,1.47,11.55,108213,Diesel,Individual,Manual,First,22.4,1598,115.2,5
Tata Magnite,2012,1.67,17.65,114885,Petrol,Dealer,Manual,First,19.6,2993,149.5,5
Maruti Polo,2013,2.23,14.96,62668,Petrol,Dealer,Automatic,First,21.1,2993,198.2,5
Hyundai Kwid,2021,3.73,16.55,125975,Diesel,Individual,Manual,Second,15.0,1396,129.7,5
Maruti Innova,2007,2.02,11.56,55723,Petrol,Dealer,Manual,First,16.7,1997,198.5,5
Honda i20,2011,1.0,6.86,80068,Petrol,Individual,Manual,First,15.2,2179,114.2,5
Tata Magnite,2015,1.25,5.26,50569,Petrol,Dealer,Manual,First,26.6,1598,89.0,4
Nissan City,2005,3.16,20.83,92834,Petrol,Individual,Automatic,First,12.1,799,167.0,5
Toyota Kwid,2017,12.11,24.36,10179,Petrol,Individual,Manual,First,24.6,799,64.3,5
Maruti Kwid,2006,3.8,20.96,83406,Diesel,Dealer,Manual,First,24.3,1197,139.0,5
Maruti Magnite,2015,2.59,7.8,99301,Petrol,Individual,Manual,First,19.3,1199,104.5,4
Hyundai Magnite,2007,0.5,3.65,28134,Diesel,Individual,Manual,Third,15.2,2184,194.9,4
Tata Kwid,2017,8.34,24.85,68968,Petrol,Individual,Manual,First,21.3,1199,155.3,4
Ford Swift,2021,1.76,5.48,149582,Petrol,Individual,Manual,First,17.9,1197,144.2,5
Nissan Swift,2013,1.11,7.57,24744,CNG,Individual,Manual,First,12.0,799,150.3,7
Maruti City,2011,5.29,22.78,45456,Petrol,Individual,Automatic,First,17.6,1197,124.4,5
Maruti Kwid,2013,1.24,6.43,50332,Diesel,Individual,Manual,First,21.1,799,143.1,5
Hyundai City,2014,2.14,4.89,19538,Petrol,Dealer,Automatic,Second,12.1,1598,194.7,5
Toyota Swift,2006,2.56,19.14,132325,Petrol,Dealer,Automatic,Second,26.4,799,108.3,6
Tata Swift,2009,1.8,9.91,139396,Electric,Dealer,Automatic,First,25.7,1997,76.4,5
Nissan Swift,2008,1.29,12.99,122177,Petrol,Dealer,Manual,First,17.6,2184,185.7,5
Maruti Innova,2020,7.27,22.09,92005,Petrol,Individual,Manual,Second,23.6,1598,120.4,5
Mahindra City,2015,0.5,10.5,145689,Petrol,Dealer,Manual,Second,17.3,1197,185.1,4
Renault i20,2011,2.67,10.68,35245,Diesel,Dealer,Automatic,Second,12.1,1997,109.6,5
Hyundai Nexon,2014,3.73,22.57,102619,Petrol,Dealer,Manual,First,19.3,1598,127.5,5
Maruti Nexon,2005,2.14,13.5,19065,Petrol,Individual,Manual,Second,19.3,1598,80.3,7
Toyota i20,2006,2.16,21.05,118044,Petrol,Individual,Manual,Second,17.6,799,197.6,5
Volkswagen EcoSport,2009,5.58,23.0,12676,Petrol,Dealer,Manual,Second,15.4,1598,148.3,5
Maruti Nexon,2010,1.54,22.2,130650,Diesel,Dealer,Manual,Second,15.7,2184,143.4,5
Honda Nexon,2020,10.58,23.99,76736,Diesel,Individual,Manual,First,15.7,1396,85.5,5
Maruti City,2010,0.94,10.43,149060,Petrol,Dealer,Manual,Second,25.6,2993,197.6,5
Hyundai i20,2018,5.09,20.95,101629,Diesel,Dealer,Manual,Second,18.6,2179,159.3,5
Tata EcoSport,2007,1.86,12.07,108425,Petrol,Individual,Automatic,First,21.3,2184,53.5,5
Maruti Polo,2017,7.05,22.61,26091,Petrol,Individual,Manual,Third,19.3,1997,89.7,5
Honda i20,2012,1.78,17.58,112941,Diesel,Individual,Manual,First,12.3,2179,58.6,5
Maruti Polo,2010,2.07,17.95,110277,Diesel,Dealer,Automatic,First,19.7,1396,177.9,5
Mahindra Swift,2020,7.61,24.86,77666,Petrol,Individual,Manual,Fourth & Above,26.9,1197,149.9,5
Hyundai Kwid,2009,3.97,21.15,21888,CNG,Dealer,Automatic,Fourth & Above,26.9,1498,64.5,5
Maruti Innova,2011,1.13,5.32,39940,Diesel,Individual,Manual,First,22.4,998,165.2,5
Hyundai Innova,2012,0.82,6.53,5372,CNG,Dealer,Manual,First,12.2,2184,77.5,5
Tata Magnite,2010,3.84,22.56,74061,Diesel,Individual,Manual,First,18.4,2993,69.9,5
Toyota Innova,2015,4.93,14.54,19838,Diesel,Dealer,Manual,Second,25.5,1598,101.8,7
Maruti City,2017,1.0,3.72,126696,CNG,Individual,Manual,Second,14.7,2184,119.0,5
Maruti Nexon,2011,1.74,15.85,81180,Petrol,Individual,Automatic,First,26.0,1498,151.3,5
Toyota EcoSport,2016,1.4,6.27,17372,CNG,Individual,Manual,Third,19.5,1396,54.4,8
Maruti Nexon,2008,2.24,9.97,50248,Diesel,Individual,Manual,Third,16.4,1997,65.2,5
Honda Nexon,2019,8.48,11.62,15318,Petrol,Individual,Automatic,First,23.6,1498,78.4,5
Mahindra Nexon,2017,2.08,6.3,78436,Petrol,Individual,Automatic,Second,22.7,1199,60.1,5
Hyundai XUV300,2014,3.62,19.55,66321,Petrol,Individual,Automatic,Second,15.3,2184,94.4,4
Ford i20,2009,3.06,11.7,75086,Petrol,Individual,Manual,First,23.2,1199,140.9,4
Maruti i20,2009,3.82,19.67,36000,Electric,Dealer,Manual,First,17.3,799,119.2,5
Maruti City,2011,6.01,23.76,14747,Petrol,Dealer,Manual,First,19.9,1997,177.3,5
Renault Nexon,2008,0.51,9.71,133191,Petrol,Individual,Manual,Second,18.5,2993,163.4,4
Hyundai Polo,2006,0.5,3.4,25232,Diesel,Individual,Manual,First,27.5,2184,128.0,5
Ford EcoSport,2006,3.85,16.74,9014,Petrol,Individual,Manual,First,24.4,2993,84.8,4
Hyundai Magnite,2008,0.5,11.39,119619,Petrol,Individual,Manual,Second,20.9,2184,169.4,5
Maruti EcoSport,2011,1.76,12.77,117236,Diesel,Dealer,Manual,First,27.5,2184,78.1,5
Tata Magnite,2021,2.34,7.08,130524,Diesel,Dealer,Manual,First,23.2,2179,150.6,5
Maruti XUV300,2010,5.91,22.92,14012,Petrol,Individual,Automatic,First,12.6,1498,59.6,5
Tata City,2009,0.52,10.57,101774,Diesel,Dealer,Manual,First,14.0,1197,113.1,5
Hyundai Polo,2005,0.58,4.3,35408,Petrol,Dealer,Manual,Second,26.7,2184,182.3,5
Maruti Magnite,2007,2.08,17.92,92878,Petrol,Dealer,Manual,First,26.8,998,109.0,5
Maruti Kwid,2021,6.65,19.34,146890,Petrol,Individual,Manual,First,12.2,799,82.0,5
Hyundai City,2018,2.96,14.19,125598,Petrol,Individual,Automatic,First,21.1,2184,156.7,5
Maruti i20,2011,2.74,18.04,68404,Diesel,Dealer,Manual,First,17.6,2184,135.3,8
Toyota i20,2005,4.78,15.99,31576,Petrol,Individual,Automatic,First,17.1,1498,141.4,6
Volkswagen Swift,2017,9.21,19.13,12611,Petrol,Individual,Automatic,Second,26.3,998,190.1,5
Ford Kwid,2008,1.97,18.93,98800,Diesel,Individual,Manual,Fourth & Above,24.3,799,132.2,6
Toyota Kwid,2012,1.77,10.23,105895,Petrol,Dealer,Manual,First,24.4,2993,129.0,5
Honda Nexon,2005,0.79,14.57,121521,Petrol,Individual,Manual,First,24.1,998,149.5,5
Maruti Innova,2006,1.49,14.2,107874,CNG,Dealer,Manual,Fourth & Above,17.1,1197,173.6,5
Hyundai Swift,2016,9.01,22.52,11938,Petrol,Individual,Manual,First,19.1,1498,122.0,6
Honda Innova,2005,3.07,17.27,88253,Petrol,Dealer,Automatic,First,23.5,799,194.5,5
Honda Polo,2008,1.3,8.28,109775,Petrol,Individual,Automatic,Second,20.9,2993,70.3,8
Maruti Swift,2012,0.5,3.77,145398,Petrol,Individual,Manual,First,22.7,1199,130.9,5
Renault City,2014,7.68,22.28,28586,Diesel,Individual,Automatic,First,13.7,998,117.5,5
Maruti Innova,2017,5.82,17.25,83637,Diesel,Individual,Automatic,First,24.1,1997,110.5,6
Honda Kwid,2009,0.99,8.41,95105,Petrol,Individual,Manual,Third,22.8,1598,55.3,6
Maruti Polo,2015,3.79,24.89,130182,Petrol,Individual,Manual,First,13.3,2993,187.9,7
Maruti Kwid,2009,1.09,14.83,117172,Petrol,Individual,Manual,First,15.8,1498,173.6,5
Hyundai Innova,2021,5.85,18.09,90028,Diesel,Dealer,Manual,Third,16.6,799,78.0,5
Mahindra Magnite,2010,1.59,10.11,11968,CNG,Dealer,Manual,First,24.5,1997,199.1,5
Maruti Nexon,2014,2.25,24.77,134940,Diesel,Individual,Manual,Second,15.2,1396,119.2,5
Honda City,2006,1.44,11.82,111951,Diesel,Individual,Manual,First,14.0,1199,99.7,6
Hyundai Swift,2008,1.2,10.72,120095,Diesel,Individual,Manual,First,20.6,1199,51.0,5
Toyota Polo,2017,4.69,20.46,105957,CNG,Dealer,Automatic,First,22.1,1997,171.5,5
Maruti City,2018,3.61,10.69,102571,Diesel,Individual,Automatic,First,16.9,799,102.3,5
Honda Swift,2019,4.24,9.4,43513,Petrol,Dealer,Manual,First,14.2,799,98.8,5
Maruti Polo,2014,2.19,15.83,79860,Diesel,Individual,Manual,Second,22.5,799,187.7,5
Hyundai Kwid,2015,3.29,19.61,110646,Diesel,Individual,Automatic,Third,24.0,2993,79.0,5
Nissan i20,2009,3.73,15.85,40472,Diesel,Dealer,Manual,First,26.7,2993,71.5,5
Maruti Magnite,2015,2.38,12.19,127159,Petrol,Individual,Manual,Second,26.8,1598,98.6,8
Maruti Polo,2012,2.4,17.53,95692,Petrol,Dealer,Manual,First,24.8,2993,186.2,7
Honda Swift,2017,4.11,9.72,15250,Petrol,Individual,Manual,First,26.7,998,91.4,5
Honda City,2005,2.41,19.12,55106,Petrol,Individual,Manual,Second,18.5,2993,194.5,5
Maruti Polo,2006,3.56,24.1,79536,Petrol,Individual,Automatic,First,27.8,1396,151.3,4
Maruti XUV300,2008,2.03,5.8,44342,Diesel,Individual,Manual,First,27.5,2184,104.2,4
Maruti Magnite,2017,8.33,21.21,17025,Diesel,Individual,Manual,Second,23.5,998,171.6,5
Nissan XUV300,2013,2.92,22.76,65487,Petrol,Dealer,Manual,Second,27.0,2184,112.4,5
Nissan Innova,2013,5.49,23.56,27167,Electric,Dealer,Automatic,First,22.5,1197,125.6,8
Hyundai Magnite,2010,3.9,18.29,43086,Diesel,Individual,Automatic,First,21.3,1396,122.6,5
Tata Magnite,2021,5.59,15.47,90340,CNG,Dealer,Manual,Second,23.0,1197,151.6,5
Maruti XUV300,2008,3.14,15.42,40017,Diesel,Individual,Manual,First,22.1,1197,179.7,5
Maruti Kwid,2010,0.59,5.38,136305,Petrol,Individual,Automatic,Third,28.0,2179,70.1,5
Honda Magnite,2012,5.76,21.61,27362,Petrol,Dealer,Automatic,First,17.7,2993,113.5,5
Tata Nexon,2007,0.5,6.8,55817,Petrol,Dealer,Manual,First,27.3,2179,165.5,5
Hyundai Innova,2005,1.7,4.46,62566,Petrol,Dealer,Automatic,Second,23.2,998,186.1,5
Hyundai Nexon,2018,4.06,9.98,44980,Diesel,Individual,Manual,Second,24.0,1997,100.7,5
Mahindra Kwid,2006,0.5,5.32,137688,LPG,Individual,Manual,First,20.3,1197,98.1,6
Maruti Nexon,2006,0.76,3.57,91427,Petrol,Individual,Automatic,Third,23.8,2179,105.4,5
Honda Nexon,2010,2.0,14.24,105071,Diesel,Dealer,Manual,Second,16.5,1498,74.2,5
Honda Magnite,2013,1.08,6.23,49940,Diesel,Individual,Manual,First,24.9,2179,85.1,5
Ford Polo,2009,3.74,23.31,60572,Petrol,Individual,Manual,Second,22.1,1197,89.3,5
Volkswagen Kwid,2017,1.93,9.33,122849,LPG,Individual,Manual,First,20.7,1997,196.0,8
Maruti Kwid,2011,1.8,19.9,111452,LPG,Individual,Automatic,Second,15.3,998,166.1,5
Hyundai Nexon,2017,4.51,12.99,88746,Diesel,Individual,Automatic,First,20.2,2993,88.3,5
Maruti City,2008,1.75,11.52,36711,Petrol,Dealer,Manual,Second,14.2,1598,76.8,6
Toyota XUV300,2009,4.08,20.14,38260,Petrol,Individual,Manual,Second,23.5,2184,132.2,5
Honda Innova,2007,4.3,20.69,74385,Petrol,Individual,Automatic,Second,23.4,2184,76.2,4
Hyundai Nexon,2018,9.68,22.94,10833,Petrol,Dealer,Manual,Third,17.4,2184,58.7,5
Hyundai Nexon,2021,16.92,22.04,7397,Petrol,Individual,Manual,First,20.4,2179,72.4,6
Maruti XUV300,2019,4.36,16.8,136307,Electric,Individual,Manual,First,21.1,1396,100.3,6
Maruti i20,2010,1.1,3.7,51264,Diesel,Dealer,Manual,First,26.3,1199,132.4,5
Hyundai Kwid,2011,2.04,7.36,27290,Diesel,Individual,Manual,First,23.5,1396,194.7,4
Maruti Nexon,2013,2.29,16.0,96402,Petrol,Dealer,Manual,First,21.4,1197,52.8,4
Hyundai Kwid,2017,2.82,9.71,98873,Petrol,Dealer,Automatic,First,14.2,1997,113.4,8
Hyundai i20,2006,3.54,21.21,94086,Petrol,Individual,Automatic,First,18.0,2179,86.7,5
Hyundai Swift,2014,1.04,8.86,34181,Diesel,Individual,Automatic,Third,27.8,2993,197.3,4
Hyundai Innova,2014,1.8,5.79,113732,Diesel,Individual,Manual,First,15.6,1199,66.1,5
Hyundai Magnite,2020,6.74,19.18,117033,Diesel,Dealer,Manual,First,18.8,998,170.4,7
Maruti i20,2021,13.21,21.23,50946,Petrol,Individual,Manual,First,22.4,2993,116.5,7
Hyundai Swift,2018,6.19,16.95,77598,Petrol,Individual,Manual,First,18.5,1997,55.6,4
Honda Polo,2013,2.04,8.72,23394,Diesel,Individual,Manual,First,17.3,2179,66.0,5
Mahindra Innova,2016,2.27,5.59,28215,Petrol,Dealer,Manual,First,18.6,1997,50.1,6
Maruti Swift,2008,0.93,9.55,138227,Diesel,Dealer,Manual,First,21.2,1498,118.0,5
Hyundai i20,2012,4.52,15.9,22597,Diesel,Individual,Automatic,First,18.4,2184,100.0,5
Volkswagen Nexon,2006,2.55,16.08,112787,Diesel,Dealer,Automatic,Second,23.3,1498,87.8,8
Toyota Innova,2007,2.17,13.25,43946,Diesel,Individual,Manual,First,26.5,2993,61.8,5
Nissan Magnite,2005,4.34,23.33,36942,Diesel,Individual,Manual,Second,18.3,2179,168.3,5
Ford Magnite,2007,3.79,15.44,40701,Petrol,Dealer,Automatic,First,26.7,1498,178.2,5
Maruti Magnite,2005,0.81,7.99,34590,Petrol,Dealer,Manual,Second,18.2,1197,198.0,5
Hyundai EcoSport,2018,4.66,12.18,65796,Petrol,Individual,Manual,First,21.6,1498,73.8,5
Maruti Magnite,2006,0.83,4.98,22650,LPG,Dealer,Manual,First,20.0,1199,50.4,5
Hyundai Magnite,2014,3.31,22.95,127099,Diesel,Individual,Automatic,First,24.1,1598,130.0,5
Ford i20,2020,13.77,20.63,5071,Electric,Individual,Manual,First,20.6,2184,149.4,5
Maruti Nexon,2012,1.97,15.07,91509,Petrol,Individual,Manual,First,12.0,1396,181.3,5
Hyundai EcoSport,2006,0.82,3.21,62202,Petrol,Dealer,Manual,First,12.7,799,159.4,6
Mahindra Nexon,2017,6.89,18.64,61235,LPG,Dealer,Automatic,First,24.7,1997,99.1,5
Volkswagen Kwid,2011,1.3,7.65,18472,Diesel,Dealer,Manual,Third,13.2,2993,54.3,6
Maruti Swift,2018,8.95,23.16,55842,Diesel,Individual,Manual,Second,24.0,1498,111.9,5
Mahindra i20,2020,5.12,20.44,146016,Petrol,Dealer,Manual,First,16.3,1396,156.2,5
Tata Swift,2015,4.91,23.29,96978,Petrol,Individual,Automatic,First,15.0,2184,111.0,5
Maruti Innova,2014,1.9,13.63,63039,Diesel,Dealer,Manual,Second,24.4,2179,95.0,5
Nissan Nexon,2009,1.78,11.61,142707,Diesel,Individual,Manual,Third,18.7,2184,66.9,5
Maruti i20,2013,0.51,6.67,134443,Diesel,Individual,Manual,Second,14.7,1199,142.2,5
Volkswagen Swift,2018,4.84,22.19,109133,Petrol,Dealer,Manual,Second,16.1,1199,119.1,5
Hyundai Polo,2021,15.57,23.62,27659,Petrol,Individual,Manual,First,21.0,1197,102.1,6
Maruti City,2009,4.73,23.89,74311,Diesel,Individual,Automatic,First,16.5,1199,105.6,5
Renault Magnite,2017,0.96,5.78,127346,Petrol,Individual,Manual,First,24.8,998,154.0,6
Mahindra City,2018,4.19,18.99,108715,Petrol,Individual,Manual,Second,24.5,1396,101.6,7
Mahindra City,2008,0.93,12.63,113537,LPG,Individual,Manual,Third,25.2,1396,106.7,5
Maruti Swift,2020,2.86,11.48,100385,Petrol,Individual,Manual,First,19.1,1197,110.2,6
Maruti EcoSport,2016,1.82,9.95,60076,Petrol,Dealer,Manual,Second,15.9,2179,123.5,5
Tata Innova,2006,2.14,12.85,82707,Petrol,Dealer,Automatic,First,24.5,2993,147.2,5
Maruti i20,2005,2.24,15.88,108913,Diesel,Individual,Manual,First,25.6,1197,173.8,5
Maruti Polo,2014,2.43,14.2,142775,Petrol,Individual,Automatic,First,12.6,1997,132.6,5
Maruti Polo,2019,2.06,4.73,60590,Diesel,Dealer,Manual,Second,19.8,1598,68.3,4
Maruti Kwid,2020,7.8,18.68,85600,Petrol,Individual,Automatic,First,21.6,1598,186.0,4
Hyundai City,2020,3.62,12.7,127544,Petrol,Individual,Manual,Third,12.0,998,91.0,5
Honda i20,2013,0.5,8.14,47290,Petrol,Dealer,Manual,First,24.0,2993,172.1,6
Hyundai Innova,2007,4.1,16.15,18830,Petrol,Individual,Manual,First,20.1,2184,177.7,7
Maruti City,2013,0.5,11.16,108513,Petrol,Dealer,Manual,Second,15.2,1598,154.6,8
Maruti Polo,2009,0.5,4.63,141638,Petrol,Dealer,Automatic,Second,22.7,2179,84.4,6
Maruti Nexon,2017,2.27,13.26,144293,Petrol,Individual,Manual,Second,14.3,1997,60.0,7
Toyota i20,2019,6.41,23.63,144969,Petrol,Individual,Manual,First,26.5,2184,165.3,5
Honda Kwid,2017,4.88,13.57,64911,Petrol,Individual,Automatic,First,19.9,1197,178.7,5
Tata City,2019,4.3,16.45,125331,Petrol,Dealer,Manual,First,25.6,1199,144.5,7
Maruti Innova,2009,1.25,19.35,109800,Diesel,Dealer,Manual,Third,20.1,1396,143.9,5
Honda EcoSport,2015,5.2,19.4,49550,Diesel,Individual,Manual,First,23.0,2184,71.3,5
Maruti City,2014,0.87,10.51,128185,Petrol,Individual,Manual,First,13.7,2184,64.6,5
Maruti i20,2016,3.35,9.53,49143,Petrol,Individual,Manual,First,24.6,799,170.2,5
Toyota i20,2020,14.5,21.66,29721,Diesel,Individual,Automatic,First,14.1,1598,159.8,5
Mahindra EcoSport,2013,4.07,21.4,29568,Diesel,Individual,Automatic,Fourth & Above,18.1,998,93.9,5
Volkswagen Polo,2006,1.69,11.54,107904,Petrol,Individual,Automatic,Second,23.8,1396,53.2,4
Nissan EcoSport,2015,0.5,6.21,145623,Diesel,Individual,Manual,First,16.4,2179,160.8,5
Toyota City,2020,9.21,15.78,16238,Petrol,Individual,Automatic,Second,26.9,1997,143.3,5
Hyundai XUV300,2019,2.28,5.54,45542,Diesel,Individual,Automatic,Second,20.8,1199,166.3,4
Hyundai XUV300,2006,2.23,11.55,10331,Diesel,Dealer,Manual,Second,14.2,2184,103.6,5
Maruti EcoSport,2015,7.22,20.32,61040,Diesel,Individual,Automatic,First,19.5,1199,192.4,5
Toyota i20,2014,3.84,11.11,38835,Diesel,Individual,Automatic,First,17.9,1199,187.9,5
Tata XUV300,2009,0.5,3.04,84437,Diesel,Individual,Manual,Second,20.3,2184,90.5,7
Maruti Nexon,2009,5.04,23.99,25517,Diesel,Individual,Manual,Second,12.6,2179,125.5,5
Hyundai EcoSport,2011,3.68,23.77,98806,Petrol,Dealer,Manual,First,25.6,1199,160.0,5
Tata i20,2010,1.79,20.09,134649,Diesel,Dealer,Manual,First,17.7,1197,71.3,5
Maruti Kwid,2009,0.5,3.44,35971,Diesel,Individual,Manual,Third,20.1,998,174.3,4
Maruti Polo,2009,2.32,11.81,85069,Diesel,Individual,Manual,First,16.2,2179,116.3,5
Hyundai Magnite,2005,1.49,15.79,147292,Diesel,Individual,Automatic,Second,13.8,1598,100.4,6
Honda City,2009,1.3,12.33,91008,Diesel,Dealer,Automatic,Fourth & Above,17.4,1498,99.9,5
Honda XUV300,2016,0.8,6.93,116694,CNG,Individual,Manual,Second,13.1,799,89.1,6
Maruti Magnite,2013,0.54,8.69,88093,Petrol,Dealer,Manual,First,12.5,998,61.5,6
Ford Magnite,2007,3.06,19.81,78993,Petrol,Individual,Manual,First,18.4,1197,185.1,5
Hyundai Magnite,2010,3.5,20.24,59389,Petrol,Individual,Manual,First,13.8,998,50.5,5
Hyundai Polo,2008,0.5,5.78,95343,Diesel,Dealer,Manual,Fourth & Above,27.8,1598,50.4,4
Maruti XUV300,2015,4.64,24.87,128617,Diesel,Dealer,Automatic,First,21.1,1197,83.5,5
Hyundai i20,2019,7.23,24.88,110932,Diesel,Individual,Automatic,Second,20.3,2993,146.4,7
Maruti City,2009,3.49,12.32,15468,Diesel,Dealer,Automatic,First,18.5,2184,144.0,6
Maruti XUV300,2011,3.22,21.9,85476,Petrol,Individual,Manual,First,17.8,2179,196.0,5
Nissan City,2005,1.91,23.81,125704,Petrol,Individual,Manual,First,26.2,1498,179.4,5
Maruti Innova,2013,2.13,22.23,134060,LPG,Individual,Manual,Second,22.9,998,101.0,5
Hyundai Magnite,2019,6.59,9.03,6172,Diesel,Individual,Manual,First,17.4,998,79.7,6
Maruti i20,2012,4.32,16.71,57839,Petrol,Individual,Automatic,First,24.8,1396,132.8,5
Maruti Magnite,2017,2.77,10.33,71021,Petrol,Dealer,Automatic,Fourth & Above,25.9,2184,159.8,5
Nissan Kwid,2020,0.94,3.64,117168,Petrol,Individual,Manual,First,12.3,1598,142.9,5
Maruti City,2014,1.64,5.98,21157,Petrol,Individual,Manual,Third,16.8,1997,150.6,8
Nissan Innova,2006,3.14,19.7,18893,Petrol,Dealer,Automatic,Fourth & Above,22.4,1498,180.6,5
Toyota i20,2009,0.62,11.79,127057,Electric,Dealer,Manual,Second,19.7,2993,165.2,5
Maruti i20,2015,3.32,13.67,57563,Petrol,Individual,Automatic,Second,12.6,1997,184.5,5
Tata EcoSport,2021,5.26,10.85,107462,Diesel,Dealer,Automatic,First,14.7,2184,94.6,5
